rank,piece,clean_piece,score,vowel_count,categories
4069,▁विस्तरः,विस्तरः,-10.2569,1,contains_special_A
4070,िभिर्,िभिर्,-10.257,2,starts_with_dependent_vowel;ends_with_virama
4072,ेन्,ेन्,-10.2572,1,starts_with_dependent_vowel;ends_with_virama
4073,ान्ध,ान्ध,-10.2573,1,starts_with_dependent_vowel
4075,ोऽव,ोऽव,-10.2574,1,starts_with_dependent_vowel;contains_special_A
4077,रू,रू,-10.2576,1,simple_cv
4079,▁परः,परः,-10.2581,0,contains_special_A
4081,ोपाधि,ोपाधि,-10.2586,3,starts_with_dependent_vowel
4089,▁नाहं,नाहं,-10.2604,1,contains_special_A
4091,ात्सर्व,ात्सर्व,-10.2607,1,starts_with_dependent_vowel
4096,न्नं,न्नं,-10.2618,0,contains_special_A
4097,ाष्ट,ाष्ट,-10.2621,1,starts_with_dependent_vowel
4106,णां,णां,-10.2641,1,contains_special_A
4107,▁यूयं,यूयं,-10.2642,1,contains_special_A
4111,▁संप्राप्त,संप्राप्त,-10.2648,1,contains_special_A
4112,ीषु,ीषु,-10.2649,2,starts_with_dependent_vowel
4117,ाहुः,ाहुः,-10.2657,2,starts_with_dependent_vowel;contains_special_A
4118,▁स्पष्टम्,स्पष्टम्,-10.2659,0,ends_with_virama
4121,▁संसर्ग,संसर्ग,-10.2665,0,contains_special_A
4124,ृत,ृत,-10.2668,1,starts_with_dependent_vowel
4128,▁संवृत,संवृत,-10.2688,1,contains_special_A
4131,युः,युः,-10.2692,1,contains_special_A
4136,▁सद्,सद्,-10.2704,0,ends_with_virama
4143,ोत्थ,ोत्थ,-10.2715,1,starts_with_dependent_vowel
4144,▁चक्षुर्,चक्षुर्,-10.2717,1,ends_with_virama
4147,▁दिग्,दिग्,-10.2721,1,ends_with_virama
4161,स्मिं,स्मिं,-10.2734,1,contains_special_A
4162,ब्रवीद्,ब्रवीद्,-10.2737,1,ends_with_virama
4163,▁तैर्,तैर्,-10.2738,1,ends_with_virama
4165,ृच,ृच,-10.2741,1,starts_with_dependent_vowel
4168,▁प्रियं,प्रियं,-10.2744,1,contains_special_A
4177,स्यां,स्यां,-10.2775,1,contains_special_A
4179,कथं,कथं,-10.2776,0,contains_special_A
4182,लो,लो,-10.278,1,simple_cv
4184,िकी,िकी,-10.2784,2,starts_with_dependent_vowel
4191,ाम्यहम्,ाम्यहम्,-10.2795,1,starts_with_dependent_vowel;ends_with_virama
4192,▁धर्माः,धर्माः,-10.2796,1,contains_special_A
4194,िन्या,िन्या,-10.2801,2,starts_with_dependent_vowel
4197,मू,मू,-10.281,1,simple_cv
4200,ाल्प,ाल्प,-10.2814,1,starts_with_dependent_vowel
4201,▁स्रुतं,स्रुतं,-10.2814,1,contains_special_A
4203,ायते,ायते,-10.2824,2,starts_with_dependent_vowel
4205,▁विंसति,विंसति,-10.2828,2,contains_special_A
4208,▁त्वद्,त्वद्,-10.2834,0,ends_with_virama
4213,▁अंस,अंस,-10.2848,1,contains_special_A
4217,भेदात्,भेदात्,-10.2854,2,ends_with_virama
4226,परः,परः,-10.2862,0,contains_special_A
4232,▁संविद,संविद,-10.2868,1,contains_special_A
4233,ैरुप,ैरुप,-10.2869,2,starts_with_dependent_vowel
4234,▁सू,सू,-10.2869,1,simple_cv
4235,योगात्,योगात्,-10.2871,2,ends_with_virama
4236,▁सहस्रसः,सहस्रसः,-10.2871,0,contains_special_A
4241,ास्ता,ास्ता,-10.2879,2,starts_with_dependent_vowel
4244,हु,हु,-10.2888,1,simple_cv
4246,ाभिप्राय,ाभिप्राय,-10.2903,3,starts_with_dependent_vowel
4249,▁सीघ्रं,सीघ्रं,-10.2923,1,contains_special_A
4250,कारणम्,कारणम्,-10.2923,1,ends_with_virama
4252,ोऽभूत्,ोऽभूत्,-10.2926,2,starts_with_dependent_vowel;contains_special_A;ends_with_virama
4253,सतं,सतं,-10.2927,0,contains_special_A
4263,▁दु,दु,-10.2943,1,simple_cv
4275,ामास,ामास,-10.2973,2,starts_with_dependent_vowel
4276,ादित्यर्थः,ादित्यर्थः,-10.2976,2,starts_with_dependent_vowel;contains_special_A
4279,ुत्पन्न,ुत्पन्न,-10.2982,1,starts_with_dependent_vowel
4280,ेदिति,ेदिति,-10.2991,3,starts_with_dependent_vowel
4283,ेऽथ,ेऽथ,-10.2995,1,starts_with_dependent_vowel;contains_special_A
4285,कानां,कानां,-10.3004,2,contains_special_A
4286,व्,व्,-10.3004,0,ends_with_virama
4288,ान्तरेण,ान्तरेण,-10.3007,2,starts_with_dependent_vowel
4290,ाञ्जन,ाञ्जन,-10.3012,1,starts_with_dependent_vowel
4293,िन्य,िन्य,-10.3014,1,starts_with_dependent_vowel
4294,ादिभिर,ादिभिर,-10.3016,3,starts_with_dependent_vowel
4297,ात्मिका,ात्मिका,-10.3022,3,starts_with_dependent_vowel
4300,ेष्य,ेष्य,-10.3025,1,starts_with_dependent_vowel
4304,स्तां,स्तां,-10.3053,1,contains_special_A
4305,ातुर,ातुर,-10.3057,2,starts_with_dependent_vowel
4321,▁मधुसूदनः,मधुसूदनः,-10.3105,2,contains_special_A
4323,▁प्राप्तं,प्राप्तं,-10.3108,1,contains_special_A
4325,ोक्ति,ोक्ति,-10.3109,2,starts_with_dependent_vowel
4329,रौ,रौ,-10.3126,1,simple_cv
4335,▁व्रजेत्,व्रजेत्,-10.3135,1,ends_with_virama
4337,संवृत,संवृत,-10.3136,1,contains_special_A
4340,मयः,मयः,-10.3144,0,contains_special_A
4347,ोऽब्रवीत्,ोऽब्रवीत्,-10.3157,2,starts_with_dependent_vowel;contains_special_A;ends_with_virama
4350,ामर,ामर,-10.316,1,starts_with_dependent_vowel
4352,मर्थं,मर्थं,-10.3162,0,contains_special_A
4362,▁तत्तत्,तत्तत्,-10.3192,0,ends_with_virama
4376,ोषित,ोषित,-10.3222,2,starts_with_dependent_vowel
4380,ान्तक,ान्तक,-10.3231,1,starts_with_dependent_vowel
4382,वस्यं,वस्यं,-10.3234,0,contains_special_A
4386,▁रामं,रामं,-10.3237,1,contains_special_A
4391,▁चक्षुः,चक्षुः,-10.3249,1,contains_special_A
4392,▁संस्कारा,संस्कारा,-10.3251,2,contains_special_A
4396,ोच्च,ोच्च,-10.3266,1,starts_with_dependent_vowel
4398,कार्यं,कार्यं,-10.3267,1,contains_special_A
4400,स्माद्,स्माद्,-10.3274,1,ends_with_virama
4404,▁गृहं,गृहं,-10.3279,1,contains_special_A
4406,ानुग्रह,ानुग्रह,-10.3285,2,starts_with_dependent_vowel
4413,बलं,बलं,-10.3299,0,contains_special_A
4414,ानेन,ानेन,-10.3301,2,starts_with_dependent_vowel
4415,▁रथं,रथं,-10.3301,0,contains_special_A
4420,ार्थस्य,ार्थस्य,-10.3311,1,starts_with_dependent_vowel
4421,ाधर,ाधर,-10.3313,1,starts_with_dependent_vowel
4428,▁ऊचुः,ऊचुः,-10.3338,2,contains_special_A
4431,▁वचनात्,वचनात्,-10.334,1,ends_with_virama
4437,ाक्षी,ाक्षी,-10.3344,2,starts_with_dependent_vowel
4440,▁ब्रह्मन्,ब्रह्मन्,-10.3348,0,ends_with_virama
4445,ार्थाय,ार्थाय,-10.3369,2,starts_with_dependent_vowel
4447,चा,चा,-10.3371,1,simple_cv
4453,ान्नि,ान्नि,-10.3382,2,starts_with_dependent_vowel
4457,▁धर्माणां,धर्माणां,-10.3386,2,contains_special_A
4467,ोग्र,ोग्र,-10.3406,1,starts_with_dependent_vowel
4468,ियं,ियं,-10.3407,1,starts_with_dependent_vowel;contains_special_A
4470,ऽइत्य,ऽइत्य,-10.341,1,contains_special_A
4472,▁वनं,वनं,-10.3414,0,contains_special_A
4479,▁द्विजाः,द्विजाः,-10.342,2,contains_special_A
4482,िणि,िणि,-10.3429,2,starts_with_dependent_vowel
4487,▁वक्तुं,वक्तुं,-10.3439,1,contains_special_A
4489,▁कं,कं,-10.3444,0,contains_special_A
4491,ोपपन्न,ोपपन्न,-10.3445,1,starts_with_dependent_vowel
4493,▁किमर्थं,किमर्थं,-10.3449,1,contains_special_A
4501,ेऽहं,ेऽहं,-10.3474,1,starts_with_dependent_vowel;contains_special_A
4502,िनं,िनं,-10.3478,1,starts_with_dependent_vowel;contains_special_A
4505,▁दिसः,दिसः,-10.3479,1,contains_special_A
4506,वाक्,वाक्,-10.3482,1,ends_with_virama
4509,ावली,ावली,-10.3485,2,starts_with_dependent_vowel
4512,मतः,मतः,-10.3492,0,contains_special_A
4514,▁अन्तः,अन्तः,-10.3493,1,contains_special_A
4516,धौ,धौ,-10.3495,1,simple_cv
4519,▁स्थिताः,स्थिताः,-10.3504,2,contains_special_A
4522,▁सुतः,सुतः,-10.351,1,contains_special_A
4525,धीः,धीः,-10.3514,1,contains_special_A
4526,ोक्ता,ोक्ता,-10.3515,2,starts_with_dependent_vowel
4528,तम्,तम्,-10.3519,0,ends_with_virama
4533,▁कर्तव्यम्,कर्तव्यम्,-10.3526,0,ends_with_virama
4534,ततः,ततः,-10.353,0,contains_special_A
4535,▁कामं,कामं,-10.353,1,contains_special_A
4537,ातप,ातप,-10.3533,1,starts_with_dependent_vowel
4540,ितानि,ितानि,-10.3538,3,starts_with_dependent_vowel
4542,ाह्वय,ाह्वय,-10.3543,1,starts_with_dependent_vowel
4562,▁तस्मान्,तस्मान्,-10.3584,1,ends_with_virama
4564,▁यु,यु,-10.3588,1,simple_cv
4572,ासीद्,ासीद्,-10.3607,2,starts_with_dependent_vowel;ends_with_virama
4576,▁संविद्यते,संविद्यते,-10.3613,2,contains_special_A
4578,ृषि,ृषि,-10.362,2,starts_with_dependent_vowel
4589,ानुगत,ानुगत,-10.3635,2,starts_with_dependent_vowel
4590,गतः,गतः,-10.3639,0,contains_special_A
4593,ाद्रि,ाद्रि,-10.3647,2,starts_with_dependent_vowel
4596,▁इदम्,इदम्,-10.3651,1,ends_with_virama
4599,ीयः,ीयः,-10.3655,1,starts_with_dependent_vowel;contains_special_A
4600,र्थः,र्थः,-10.3656,0,contains_special_A
4601,ोऽति,ोऽति,-10.3658,2,starts_with_dependent_vowel;contains_special_A
4608,▁पितुः,पितुः,-10.3676,2,contains_special_A
4611,वसात्,वसात्,-10.3685,1,ends_with_virama
4616,▁थ,थ,-10.3696,0,simple_cv
4624,▁माम्,माम्,-10.3713,1,ends_with_virama
4631,वन्तः,वन्तः,-10.3724,0,contains_special_A
4634,▁एषां,एषां,-10.3732,2,contains_special_A
4638,ेभ्यस्च,ेभ्यस्च,-10.3735,1,starts_with_dependent_vowel
4641,िकम्,िकम्,-10.3743,1,starts_with_dependent_vowel;ends_with_virama
4644,ायत,ायत,-10.3754,1,starts_with_dependent_vowel
4649,हे,हे,-10.3758,1,simple_cv
4653,ानुबन्ध,ानुबन्ध,-10.3766,2,starts_with_dependent_vowel
4656,▁भोः,भोः,-10.377,1,contains_special_A
4658,ची,ची,-10.3773,1,simple_cv
4665,ीम्,ीम्,-10.3788,1,starts_with_dependent_vowel;ends_with_virama
4668,▁कृष्णं,कृष्णं,-10.38,1,contains_special_A
4669,ाभावः,ाभावः,-10.3803,2,starts_with_dependent_vowel;contains_special_A
4670,▁संयुगे,संयुगे,-10.3806,2,contains_special_A
4674,▁गुणाः,गुणाः,-10.3812,2,contains_special_A
4675,ास्म,ास्म,-10.3813,1,starts_with_dependent_vowel
4676,▁मुनिः,मुनिः,-10.3815,2,contains_special_A
4682,▁पुमान्,पुमान्,-10.3831,2,ends_with_virama
4685,▁दर्सनं,दर्सनं,-10.3833,0,contains_special_A
4688,ादिवत्,ादिवत्,-10.3845,2,starts_with_dependent_vowel;ends_with_virama
4692,▁परतः,परतः,-10.3852,0,contains_special_A
4693,विषयं,विषयं,-10.3853,1,contains_special_A
4694,▁तत्त्वं,तत्त्वं,-10.3854,0,contains_special_A
4708,स्मान्,स्मान्,-10.3881,1,ends_with_virama
4711,▁कर्तव्यः,कर्तव्यः,-10.3884,0,contains_special_A
4712,ाढ्य,ाढ्य,-10.3891,1,starts_with_dependent_vowel
4718,▁मतिः,मतिः,-10.3901,1,contains_special_A
4723,ाम्यहं,ाम्यहं,-10.3913,1,starts_with_dependent_vowel;contains_special_A
4726,▁स्यान्,स्यान्,-10.3916,1,ends_with_virama
4729,▁तेऽपि,तेऽपि,-10.3923,2,contains_special_A
4731,ूत,ूत,-10.3928,1,starts_with_dependent_vowel
4734,ागार,ागार,-10.393,2,starts_with_dependent_vowel
4736,ाभिर,ाभिर,-10.3933,2,starts_with_dependent_vowel
4740,ैति,ैति,-10.3937,2,starts_with_dependent_vowel
4741,ुपदेस,ुपदेस,-10.3939,2,starts_with_dependent_vowel
4743,▁सनैः,सनैः,-10.3941,1,contains_special_A
4745,्यात्,्यात्,-10.3947,1,ends_with_virama
4752,▁उक्तम्,उक्तम्,-10.397,1,ends_with_virama
4753,ाक्रान्त,ाक्रान्त,-10.3972,2,starts_with_dependent_vowel
4759,ाकारं,ाकारं,-10.3981,2,starts_with_dependent_vowel;contains_special_A
4766,▁ताभ्यां,ताभ्यां,-10.3995,2,contains_special_A
4772,▁लक्षणम्,लक्षणम्,-10.4005,0,ends_with_virama
4773,▁अतोऽ,अतोऽ,-10.4006,2,contains_special_A
4774,▁इत्,इत्,-10.4006,1,ends_with_virama
4775,्त्,्त्,-10.4008,0,ends_with_virama
4781,ासनं,ासनं,-10.4013,1,starts_with_dependent_vowel;contains_special_A
4784,▁घोरं,घोरं,-10.4018,1,contains_special_A
4787,▁भगवां,भगवां,-10.4023,1,contains_special_A
4793,▁नराः,नराः,-10.4048,1,contains_special_A
4796,▁दिक्,दिक्,-10.4055,1,ends_with_virama
4799,▁जातः,जातः,-10.4061,1,contains_special_A
4800,▁यथोक्तं,यथोक्तं,-10.4061,1,contains_special_A
4801,▁लोकं,लोकं,-10.4061,1,contains_special_A
4811,ात्पूर्व,ात्पूर्व,-10.4091,2,starts_with_dependent_vowel
4819,राट्,राट्,-10.4114,1,ends_with_virama
4824,वृत्तिः,वृत्तिः,-10.4126,2,contains_special_A
4826,ासी,ासी,-10.4128,2,starts_with_dependent_vowel
4833,▁भद्रं,भद्रं,-10.4138,0,contains_special_A
4834,ीक,ीक,-10.414,1,starts_with_dependent_vowel
4835,ादेक,ादेक,-10.414,2,starts_with_dependent_vowel
4836,संस्थित,संस्थित,-10.4151,1,contains_special_A
4837,▁भेदः,भेदः,-10.4153,1,contains_special_A
4841,ासने,ासने,-10.4158,2,starts_with_dependent_vowel
4846,ाभा,ाभा,-10.4165,2,starts_with_dependent_vowel
4854,ाद्भुत,ाद्भुत,-10.418,2,starts_with_dependent_vowel
4857,▁ताम्,ताम्,-10.4185,1,ends_with_virama
4858,ीये,ीये,-10.4186,2,starts_with_dependent_vowel
4863,दृक्,दृक्,-10.4193,1,ends_with_virama
4866,ास्चर्य,ास्चर्य,-10.4199,1,starts_with_dependent_vowel
4867,्यर्थं,्यर्थं,-10.42,0,contains_special_A
4870,▁द्वाभ्यां,द्वाभ्यां,-10.4204,2,contains_special_A
4874,▁तत्तद्,तत्तद्,-10.4217,0,ends_with_virama
4877,▁ठ,ठ,-10.4221,0,simple_cv
4879,▁गवां,गवां,-10.4224,1,contains_special_A
4880,लंकृत,लंकृत,-10.4226,1,contains_special_A
4881,▁पुत्रः,पुत्रः,-10.4226,1,contains_special_A
4887,ामपि,ामपि,-10.423,2,starts_with_dependent_vowel
4892,ावह,ावह,-10.4239,1,starts_with_dependent_vowel
4893,ानुग,ानुग,-10.4241,2,starts_with_dependent_vowel
4894,ाधान,ाधान,-10.4243,2,starts_with_dependent_vowel
4897,वतः,वतः,-10.4244,0,contains_special_A
4903,जो,जो,-10.4251,1,simple_cv
4906,संख्येय,संख्येय,-10.4258,1,contains_special_A
4909,▁प्रजापतिः,प्रजापतिः,-10.4267,2,contains_special_A
4913,ोपचार,ोपचार,-10.4274,2,starts_with_dependent_vowel
4915,▁पे,पे,-10.4278,1,simple_cv
4917,ादिरूप,ादिरूप,-10.4281,3,starts_with_dependent_vowel
4921,▁येऽ,येऽ,-10.4291,1,contains_special_A
4922,▁स्त्रियः,स्त्रियः,-10.4291,1,contains_special_A
4925,▁बृहत्,बृहत्,-10.4301,1,ends_with_virama
4927,युक्तम्,युक्तम्,-10.4307,1,ends_with_virama
4931,भृ,भृ,-10.4318,1,simple_cv
4932,▁द्रष्टुं,द्रष्टुं,-10.4318,1,contains_special_A
4933,विसेषः,विसेषः,-10.4318,2,contains_special_A
4934,ेन्न,ेन्न,-10.4319,1,starts_with_dependent_vowel
4942,▁द्वितीयः,द्वितीयः,-10.433,2,contains_special_A
4946,ाचर,ाचर,-10.4338,1,starts_with_dependent_vowel
4947,ार्थेन,ार्थेन,-10.4341,2,starts_with_dependent_vowel
4950,ात्यन्त,ात्यन्त,-10.4345,1,starts_with_dependent_vowel
4959,प्रतिसंयुक्त,प्रतिसंयुक्त,-10.437,2,contains_special_A
4964,▁इत्युक्तम्,इत्युक्तम्,-10.4379,2,ends_with_virama
4965,ानीक,ानीक,-10.4382,2,starts_with_dependent_vowel
4974,ृण,ृण,-10.439,1,starts_with_dependent_vowel
4976,▁दृष्टः,दृष्टः,-10.4397,1,contains_special_A
4982,ाकाङ्क्ष,ाकाङ्क्ष,-10.4405,2,starts_with_dependent_vowel
4984,▁स्त्रीणां,स्त्रीणां,-10.4406,2,contains_special_A
4985,ुदक,ुदक,-10.4406,1,starts_with_dependent_vowel
4988,ीन्द्रिय,ीन्द्रिय,-10.4415,2,starts_with_dependent_vowel
4996,▁सत्त्वं,सत्त्वं,-10.4426,0,contains_special_A
4997,▁पृथिव्यां,पृथिव्यां,-10.4426,3,contains_special_A
4998,▁द्विजः,द्विजः,-10.4426,1,contains_special_A
4999,पुंगव,पुंगव,-10.4426,1,contains_special_A
5000,ानन्तर,ानन्तर,-10.4427,1,starts_with_dependent_vowel
5005,ीह,ीह,-10.4432,1,starts_with_dependent_vowel
5007,ाख्यान,ाख्यान,-10.4436,2,starts_with_dependent_vowel
5016,चिद्,चिद्,-10.4462,1,ends_with_virama
5018,ोद्यत,ोद्यत,-10.4464,1,starts_with_dependent_vowel
5020,ान्तर्,ान्तर्,-10.4467,1,starts_with_dependent_vowel;ends_with_virama
5021,▁जनः,जनः,-10.4468,0,contains_special_A
5022,ध्वंस,ध्वंस,-10.4469,0,contains_special_A
5025,▁प्रत्यक्षं,प्रत्यक्षं,-10.4472,0,contains_special_A
5041,▁सुखम्,सुखम्,-10.4503,1,ends_with_virama
5044,▁परस्परम्,परस्परम्,-10.4512,0,ends_with_virama
5046,ैकत्व,ैकत्व,-10.4514,1,starts_with_dependent_vowel
5048,मुखं,मुखं,-10.4521,1,contains_special_A
5050,▁केचिद्,केचिद्,-10.4525,2,ends_with_virama
5055,ब्रवीत्,ब्रवीत्,-10.4532,1,ends_with_virama
5058,ूक,ूक,-10.4537,1,starts_with_dependent_vowel
5060,टा,टा,-10.4539,1,simple_cv
5070,ङि,ङि,-10.4555,1,simple_cv
5071,▁संज्ञ,संज्ञ,-10.4556,0,contains_special_A
5073,ूर्ध्व,ूर्ध्व,-10.4557,1,starts_with_dependent_vowel
5080,पुनर्,पुनर्,-10.4575,1,ends_with_virama
5086,पुरं,पुरं,-10.4584,1,contains_special_A
5089,ानुत्पाद,ानुत्पाद,-10.4588,3,starts_with_dependent_vowel
5090,ेदम,ेदम,-10.4589,1,starts_with_dependent_vowel
5094,▁सम्यक्संबोधौ,सम्यक्संबोधौ,-10.4597,2,contains_special_A
5099,ोपासन,ोपासन,-10.4609,2,starts_with_dependent_vowel
5101,ासीन,ासीन,-10.4615,2,starts_with_dependent_vowel
5106,ानुज,ानुज,-10.4623,2,starts_with_dependent_vowel
5109,▁मतम्,मतम्,-10.4627,0,ends_with_virama
5111,समं,समं,-10.4628,0,contains_special_A
5112,ैरिति,ैरिति,-10.4629,3,starts_with_dependent_vowel
5113,नौ,नौ,-10.463,1,simple_cv
5116,ेनेव,ेनेव,-10.4644,2,starts_with_dependent_vowel
5120,ोपेत,ोपेत,-10.4646,2,starts_with_dependent_vowel
5121,भो,भो,-10.4646,1,simple_cv
5125,ुपरि,ुपरि,-10.4652,2,starts_with_dependent_vowel
5130,▁सर्गः,सर्गः,-10.4659,0,contains_special_A
5133,धरः,धरः,-10.4667,0,contains_special_A
5134,रित्यर्थः,रित्यर्थः,-10.4667,1,contains_special_A
5136,ात्मान,ात्मान,-10.4669,2,starts_with_dependent_vowel
5140,▁मेऽ,मेऽ,-10.4673,1,contains_special_A
5141,करणं,करणं,-10.4673,0,contains_special_A
5150,ानामिति,ानामिति,-10.4682,4,starts_with_dependent_vowel
5155,ाञ्जलि,ाञ्जलि,-10.4691,2,starts_with_dependent_vowel
5165,▁चरेत्,चरेत्,-10.4709,1,ends_with_virama
5170,िरिति,िरिति,-10.4717,3,starts_with_dependent_vowel
5176,ोत्कर्ष,ोत्कर्ष,-10.4726,1,starts_with_dependent_vowel
5179,ारब्ध,ारब्ध,-10.4731,1,starts_with_dependent_vowel
5180,▁परां,परां,-10.4731,1,contains_special_A
5181,▁स्वभावः,स्वभावः,-10.4732,1,contains_special_A
5184,वरं,वरं,-10.475,0,contains_special_A
5187,▁पृ,पृ,-10.4754,1,simple_cv
5190,▁जुहुयात्,जुहुयात्,-10.4757,3,ends_with_virama
5194,्यताम्,्यताम्,-10.4767,1,ends_with_virama
5195,▁ग्रहणं,ग्रहणं,-10.4767,0,contains_special_A
5196,ावुभौ,ावुभौ,-10.4778,3,starts_with_dependent_vowel
5197,▁गतिं,गतिं,-10.4779,1,contains_special_A
5201,ात्मानम,ात्मानम,-10.4787,2,starts_with_dependent_vowel
5205,▁युद्धं,युद्धं,-10.4799,1,contains_special_A
5207,ैल,ैल,-10.4801,1,starts_with_dependent_vowel
5220,▁स्युर्,स्युर्,-10.4834,1,ends_with_virama
5226,ऽपि,ऽपि,-10.4846,1,contains_special_A
5229,पतिर्,पतिर्,-10.485,1,ends_with_virama
5232,ाकारा,ाकारा,-10.4854,3,starts_with_dependent_vowel
5233,दुः,दुः,-10.4854,1,contains_special_A
5234,▁भवितव्यम्,भवितव्यम्,-10.4857,1,ends_with_virama
5237,संपद,संपद,-10.4864,0,contains_special_A
5238,▁स्वर्गं,स्वर्गं,-10.4867,0,contains_special_A
5240,गतिः,गतिः,-10.4871,1,contains_special_A
5243,जम्,जम्,-10.4877,0,ends_with_virama
5248,मनः,मनः,-10.4883,0,contains_special_A
5251,▁पृथिवीं,पृथिवीं,-10.4885,3,contains_special_A
5253,▁ज्ञेयं,ज्ञेयं,-10.4886,1,contains_special_A
5255,सिद्धेः,सिद्धेः,-10.4895,2,contains_special_A
5257,▁संग्रह,संग्रह,-10.4901,0,contains_special_A
5260,संस्थ,संस्थ,-10.4903,0,contains_special_A
5261,▁सुभम्,सुभम्,-10.4905,1,ends_with_virama
5264,▁स्वरूपं,स्वरूपं,-10.4907,1,contains_special_A
5265,ोपकार,ोपकार,-10.4908,2,starts_with_dependent_vowel
5266,ानर्थ,ानर्थ,-10.491,1,starts_with_dependent_vowel
5267,न्तीं,न्तीं,-10.491,1,contains_special_A
5270,विंसति,विंसति,-10.4916,2,contains_special_A
5271,लम्,लम्,-10.4918,0,ends_with_virama
5274,व्यं,व्यं,-10.4923,0,contains_special_A
5275,▁कतमः,कतमः,-10.4925,0,contains_special_A
5280,▁समाचरेत्,समाचरेत्,-10.4935,2,ends_with_virama
5286,ादीनाम्,ादीनाम्,-10.4943,3,starts_with_dependent_vowel;ends_with_virama
5287,ूह,ूह,-10.4946,1,starts_with_dependent_vowel
5289,ानुष्ठान,ानुष्ठान,-10.495,3,starts_with_dependent_vowel
5298,▁वीर्यं,वीर्यं,-10.4976,1,contains_special_A
5300,▁निस्,निस्,-10.498,1,ends_with_virama
5303,ाङ्गी,ाङ्गी,-10.4983,2,starts_with_dependent_vowel
5305,ार्थत्व,ार्थत्व,-10.4985,1,starts_with_dependent_vowel
5309,▁वाचं,वाचं,-10.4989,1,contains_special_A
5310,चेतसः,चेतसः,-10.4992,1,contains_special_A
5312,ोपलम्भ,ोपलम्भ,-10.4995,1,starts_with_dependent_vowel
5317,▁हिंस,हिंस,-10.5003,1,contains_special_A
5318,ोज्ज्वल,ोज्ज्वल,-10.5006,1,starts_with_dependent_vowel
5320,ाभिर्,ाभिर्,-10.5006,2,starts_with_dependent_vowel;ends_with_virama
5321,▁सर्वाः,सर्वाः,-10.5008,1,contains_special_A
5323,विंस,विंस,-10.501,1,contains_special_A
5329,▁वक्तव्यं,वक्तव्यं,-10.5021,0,contains_special_A
5331,स्तन्,स्तन्,-10.5022,0,ends_with_virama
5334,▁पतिः,पतिः,-10.5026,1,contains_special_A
5335,ात्मजः,ात्मजः,-10.5028,1,starts_with_dependent_vowel;contains_special_A
5337,▁ऊर्ध्वं,ऊर्ध्वं,-10.503,1,contains_special_A
5338,▁दद्याद्,दद्याद्,-10.503,1,ends_with_virama
5339,वृत्तं,वृत्तं,-10.5032,1,contains_special_A
5340,ेच्च,ेच्च,-10.5035,1,starts_with_dependent_vowel
5342,ापह,ापह,-10.5041,1,starts_with_dependent_vowel
5345,ज्ञानम्,ज्ञानम्,-10.5047,1,ends_with_virama
5346,ीनाम्,ीनाम्,-10.5047,2,starts_with_dependent_vowel;ends_with_virama
5351,ोपलब्धि,ोपलब्धि,-10.5054,2,starts_with_dependent_vowel
5353,ैत्य,ैत्य,-10.5057,1,starts_with_dependent_vowel
5354,▁संध्या,संध्या,-10.506,1,contains_special_A
5358,▁सतां,सतां,-10.5062,1,contains_special_A
5359,भवद्,भवद्,-10.5062,0,ends_with_virama
5360,ाप्नोति,ाप्नोति,-10.5063,3,starts_with_dependent_vowel
5362,ाभिमत,ाभिमत,-10.5068,2,starts_with_dependent_vowel
5363,▁ऽपि,ऽपि,-10.5069,1,contains_special_A
5364,निः,निः,-10.507,1,contains_special_A
5365,स्माकं,स्माकं,-10.5071,1,contains_special_A
5369,▁भृसं,भृसं,-10.5075,1,contains_special_A
5370,ामिव,ामिव,-10.5076,2,starts_with_dependent_vowel
5375,ांस्चैव,ांस्चैव,-10.5089,2,starts_with_dependent_vowel;contains_special_A
5376,▁विसां,विसां,-10.5093,2,contains_special_A
5378,हन्,हन्,-10.5099,0,ends_with_virama
5381,ानिव,ानिव,-10.5107,2,starts_with_dependent_vowel
5384,▁संयुक्त,संयुक्त,-10.5109,1,contains_special_A
5385,संकास,संकास,-10.511,1,contains_special_A
5386,ोपसंहार,ोपसंहार,-10.5111,2,starts_with_dependent_vowel;contains_special_A
5388,▁युधिष्ठिरः,युधिष्ठिरः,-10.5113,3,contains_special_A
5400,▁उक्तः,उक्तः,-10.513,1,contains_special_A
5404,▁रि,रि,-10.5142,1,simple_cv
5407,▁सहस्रं,सहस्रं,-10.5148,0,contains_special_A
5411,ास्तत्र,ास्तत्र,-10.5153,1,starts_with_dependent_vowel
5413,ापन,ापन,-10.5158,1,starts_with_dependent_vowel
5414,ाधिपति,ाधिपति,-10.5158,3,starts_with_dependent_vowel
5418,ाविष्ट,ाविष्ट,-10.5168,2,starts_with_dependent_vowel
5421,द्वयम्,द्वयम्,-10.5171,0,ends_with_virama
5425,▁गतिम्,गतिम्,-10.5176,1,ends_with_virama
5426,ेऽति,ेऽति,-10.5178,2,starts_with_dependent_vowel;contains_special_A
5427,ायत्त,ायत्त,-10.5178,1,starts_with_dependent_vowel
5432,कामः,कामः,-10.5183,1,contains_special_A
5445,▁जगतः,जगतः,-10.5198,0,contains_special_A
5447,ाद्याः,ाद्याः,-10.52,2,starts_with_dependent_vowel;contains_special_A
5448,तमः,तमः,-10.52,0,contains_special_A
5450,ुष्ण,ुष्ण,-10.5205,1,starts_with_dependent_vowel
5452,परम्,परम्,-10.5207,0,ends_with_virama
