path,source,layer,chars,lines,compact_chars,duplicate_status,duplicate_of,layer_weight,duplicate_weight,final_weight,effective_chars
data/processed/gretil_devanagari/4_rellit/vaisn/ss2_bhgu.txt,gretil,rellit,232333,6166,203650,primary,,0.700,1.000,0.700,162633.1
data/processed/gretil_devanagari/4_rellit/vaisn/ss3_paru.txt,gretil,rellit,148479,3874,130561,primary,,0.700,1.000,0.700,103935.3
data/processed/gretil_devanagari/4_rellit/vaisn/ss4_krsu.txt,gretil,rellit,280959,7019,245752,primary,,0.700,1.000,0.700,196671.3
data/processed/gretil_devanagari/4_rellit/vaisn/ss5_bhku.txt,gretil,rellit,350924,9742,306765,primary,,0.700,1.000,0.700,245646.8
data/processed/gretil_devanagari/4_rellit/vaisn/ss6_priu.txt,gretil,rellit,338570,9351,295896,primary,,0.700,1.000,0.700,236999.0
data/processed/gretil_devanagari/4_rellit/vaisn/utajp_au.txt,gretil,rellit,8403,139,7746,primary,,0.700,1.000,0.700,5882.1
data/processed/gretil_devanagari/4_rellit/vaisn/utajp_iu.txt,gretil,rellit,2220,108,2007,primary,,0.700,1.000,0.700,1554.0
data/processed/gretil_devanagari/4_rellit/vaisn/utajp_pu.txt,gretil,rellit,8418,139,7773,primary,,0.700,1.000,0.700,5892.6
data/processed/gretil_devanagari/4_rellit/vaisn/vaimp__u.txt,gretil,rellit,192657,7646,168067,primary,,0.700,1.000,0.700,134859.9
data/processed/gretil_devanagari/4_rellit/vaisn/vaimp_cu.txt,gretil,rellit,192724,7648,168124,primary,,0.700,1.000,0.700,134906.8
data/processed/gretil_devanagari/4_rellit/vaisn/vdhapadu.txt,gretil,rellit,222285,18055,193440,primary,,0.700,1.000,0.700,155599.5
data/processed/gretil_devanagari/4_rellit/vaisn/vdhasrtu.txt,gretil,rellit,222082,17860,193432,primary,,0.700,1.000,0.700,155457.4
data/processed/gretil_devanagari/4_rellit/vaisn/visvaksu.txt,gretil,rellit,337466,11830,301555,primary,,0.700,1.000,0.700,236226.2
data/processed/gretil_devanagari/4_rellit/vaisn/yamcatau.txt,gretil,rellit,775,11,677,primary,,0.700,1.000,0.700,542.5
data/processed/gretil_devanagari/4_rellit/vaisn/yamcatpu.txt,gretil,rellit,753,11,677,primary,,0.700,1.000,0.700,527.1
data/processed/gretil_devanagari/4_rellit/vaisn/yamsr_au.txt,gretil,rellit,7771,191,6749,primary,,0.700,1.000,0.700,5439.7
data/processed/gretil_devanagari/4_rellit/vaisn/yamsr_pu.txt,gretil,rellit,7452,191,6730,primary,,0.700,1.000,0.700,5216.4
data/processed/gretil_devanagari/5_poetry/1_alam/andhvc1u.txt,gretil,poetry,315177,6268,288601,primary,,1.000,1.000,1.000,315177.0
data/processed/gretil_devanagari/5_poetry/1_alam/andhvc2u.txt,gretil,poetry,239281,5585,218211,primary,,1.000,1.000,1.000,239281.0
data/processed/gretil_devanagari/5_poetry/1_alam/andhvc3u.txt,gretil,poetry,454046,9724,415478,primary,,1.000,1.000,1.000,454046.0
data/processed/gretil_devanagari/5_poetry/1_alam/andhvc4u.txt,gretil,poetry,63626,1318,58149,primary,,1.000,1.000,1.000,63626.0
data/processed/gretil_devanagari/5_poetry/1_alam/andhvy_u.txt,gretil,poetry,142929,2154,125947,primary,,1.000,1.000,1.000,142929.0
data/processed/gretil_devanagari/5_poetry/1_alam/bhakavau.txt,gretil,poetry,38089,1095,34314,primary,,1.000,1.000,1.000,38089.0
data/processed/gretil_devanagari/5_poetry/1_alam/bhakaviu.txt,gretil,poetry,32565,1597,29220,primary,,1.000,1.000,1.000,32565.0
data/processed/gretil_devanagari/5_poetry/1_alam/bhakavpu.txt,gretil,poetry,39053,1093,35250,primary,,1.000,1.000,1.000,39053.0
data/processed/gretil_devanagari/5_poetry/1_alam/dkavy12u.txt,gretil,poetry,38698,953,35091,primary,,1.000,1.000,1.000,38698.0
data/processed/gretil_devanagari/5_poetry/1_alam/dkavy1au.txt,gretil,poetry,9083,228,7786,primary,,1.000,1.000,1.000,9083.0
data/processed/gretil_devanagari/5_poetry/1_alam/dkavy1pu.txt,gretil,poetry,8717,228,7891,primary,,1.000,1.000,1.000,8717.0
data/processed/gretil_devanagari/5_poetry/1_alam/dkavy2au.txt,gretil,poetry,17297,538,14733,primary,,1.000,1.000,1.000,17297.0
data/processed/gretil_devanagari/5_poetry/1_alam/dkavy2pu.txt,gretil,poetry,16618,538,14936,primary,,1.000,1.000,1.000,16618.0
data/processed/gretil_devanagari/5_poetry/1_alam/dkavy3_u.txt,gretil,poetry,16041,575,14277,primary,,1.000,1.000,1.000,16041.0
data/processed/gretil_devanagari/5_poetry/1_alam/jaycndau.txt,gretil,poetry,25503,878,22910,primary,,1.000,1.000,1.000,25503.0
data/processed/gretil_devanagari/5_poetry/1_alam/jaycndiu.txt,gretil,poetry,24936,1176,22503,primary,,1.000,1.000,1.000,24936.0
data/processed/gretil_devanagari/5_poetry/1_alam/jaycndpu.txt,gretil,poetry,25767,872,23189,primary,,1.000,1.000,1.000,25767.0
data/processed/gretil_devanagari/5_poetry/1_alam/jgrasg1u.txt,gretil,poetry,108410,1118,99314,primary,,1.000,1.000,1.000,108410.0
data/processed/gretil_devanagari/5_poetry/1_alam/kunvjivu.txt,gretil,poetry,292595,5503,268538,primary,,1.000,1.000,1.000,292595.0
data/processed/gretil_devanagari/5_poetry/1_alam/mamkavpu.txt,gretil,poetry,173711,4692,155469,primary,,1.000,1.000,1.000,173711.0
data/processed/gretil_devanagari/5_poetry/1_alam/mamkpb_u.txt,gretil,poetry,164355,3158,148524,primary,,1.000,1.000,1.000,164355.0
data/processed/gretil_devanagari/5_poetry/1_alam/mamkpbiu.txt,gretil,poetry,11433,606,10208,primary,,1.000,1.000,1.000,11433.0
data/processed/gretil_devanagari/5_poetry/1_alam/mamkprku.txt,gretil,poetry,12328,421,11104,primary,,1.000,1.000,1.000,12328.0
data/processed/gretil_devanagari/5_poetry/1_alam/msabdvvu.txt,gretil,poetry,14223,118,12891,primary,,1.000,1.000,1.000,14223.0
data/processed/gretil_devanagari/5_poetry/1_alam/rajkmimu.txt,gretil,poetry,125214,2690,113581,primary,,1.000,1.000,1.000,125214.0
data/processed/gretil_devanagari/5_poetry/1_alam/rnatc__u.txt,gretil,poetry,69376,2909,59971,primary,,1.000,1.000,1.000,69376.0
data/processed/gretil_devanagari/5_poetry/1_alam/ruvyavivya_au.txt,gretil,poetry,47950,312,43568,primary,,1.000,1.000,1.000,47950.0
data/processed/gretil_devanagari/5_poetry/1_alam/ruvyavivya_pu.txt,gretil,poetry,105137,337,95717,primary,,1.000,1.000,1.000,105137.0
data/processed/gretil_devanagari/5_poetry/1_alam/ruyalscu.txt,gretil,poetry,219623,4563,200579,primary,,1.000,1.000,1.000,219623.0
data/processed/gretil_devanagari/5_poetry/1_alam/ruyalssu.txt,gretil,poetry,49372,1061,45200,primary,,1.000,1.000,1.000,49372.0
data/processed/gretil_devanagari/5_poetry/1_alam/ruyalsvu.txt,gretil,poetry,195919,4059,179750,primary,,1.000,1.000,1.000,195919.0
data/processed/gretil_devanagari/5_poetry/1_alam/simhrs_u.txt,gretil,poetry,261571,8162,227632,primary,,1.000,1.000,1.000,261571.0
data/processed/gretil_devanagari/5_poetry/1_alam/simhrsku.txt,gretil,poetry,83362,2075,73773,primary,,1.000,1.000,1.000,83362.0
data/processed/gretil_devanagari/5_poetry/1_alam/udkass_u.txt,gretil,poetry,128673,2790,117924,primary,,1.000,1.000,1.000,128673.0
data/processed/gretil_devanagari/5_poetry/1_alam/udkassku.txt,gretil,poetry,6122,155,5596,primary,,1.000,1.000,1.000,6122.0
data/processed/gretil_devanagari/5_poetry/1_alam/ujjvni_u.txt,gretil,poetry,179224,6287,155358,primary,,1.000,1.000,1.000,179224.0
data/processed/gretil_devanagari/5_poetry/1_alam/vamkalsu.txt,gretil,poetry,10374,380,9548,primary,,1.000,1.000,1.000,10374.0
data/processed/gretil_devanagari/5_poetry/1_alam/vamkalvu.txt,gretil,poetry,79437,2197,71361,primary,,1.000,1.000,1.000,79437.0
data/processed/gretil_devanagari/5_poetry/1_alam/vcamkc_u.txt,gretil,poetry,173085,3791,157791,primary,,1.000,1.000,1.000,173085.0
data/processed/gretil_devanagari/5_poetry/1_alam/viprud_u.txt,gretil,poetry,207833,6490,188505,primary,,1.000,1.000,1.000,207833.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa01cu.txt,gretil,poetry,35980,645,32845,primary,,1.000,1.000,1.000,35980.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa02cu.txt,gretil,poetry,67571,1327,61561,primary,,1.000,1.000,1.000,67571.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa03cu.txt,gretil,poetry,168213,4579,151802,primary,,1.000,1.000,1.000,168213.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa04cu.txt,gretil,poetry,74643,1415,68026,primary,,1.000,1.000,1.000,74643.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa05cu.txt,gretil,poetry,38001,743,34616,primary,,1.000,1.000,1.000,38001.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa06cu.txt,gretil,poetry,164038,4865,148099,primary,,1.000,1.000,1.000,164038.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa07cu.txt,gretil,poetry,137217,3137,124103,primary,,1.000,1.000,1.000,137217.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa08cu.txt,gretil,poetry,21219,505,19320,primary,,1.000,1.000,1.000,21219.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa09cu.txt,gretil,poetry,6958,187,6359,primary,,1.000,1.000,1.000,6958.0
data/processed/gretil_devanagari/5_poetry/1_alam/visa10cu.txt,gretil,poetry,365840,8177,333557,primary,,1.000,1.000,1.000,365840.0
data/processed/gretil_devanagari/5_poetry/1_alam/visah__u.txt,gretil,poetry,294374,7143,266174,primary,,1.000,1.000,1.000,294374.0
data/processed/gretil_devanagari/5_poetry/1_alam/visah_cu.txt,gretil,poetry,1079702,25596,980289,primary,,1.000,1.000,1.000,1079702.0
data/processed/gretil_devanagari/5_poetry/1_alam/visvsdpu.txt,gretil,poetry,69495,1684,61731,primary,,1.000,1.000,1.000,69495.0
data/processed/gretil_devanagari/5_poetry/1_chandas/chandovu.txt,gretil,poetry,5689,361,5004,primary,,1.000,1.000,1.000,5689.0
data/processed/gretil_devanagari/5_poetry/1_chandas/jvrtmsau.txt,gretil,poetry,18152,464,16623,primary,,1.000,1.000,1.000,18152.0
data/processed/gretil_devanagari/5_poetry/1_chandas/jvrtmsiu.txt,gretil,poetry,17212,600,15832,primary,,1.000,1.000,1.000,17212.0
data/processed/gretil_devanagari/5_poetry/1_chandas/jvrtmspu.txt,gretil,poetry,18304,464,16777,primary,,1.000,1.000,1.000,18304.0
data/processed/gretil_devanagari/5_poetry/1_chandas/kedvratu.txt,gretil,poetry,11413,397,10220,primary,,1.000,1.000,1.000,11413.0
data/processed/gretil_devanagari/5_poetry/1_chandas/kvrtrsuu.txt,gretil,poetry,72045,1510,64643,primary,,1.000,1.000,1.000,72045.0
data/processed/gretil_devanagari/5_poetry/1_natya/bharnatu.txt,gretil,poetry,390416,9467,351937,primary,,1.000,1.000,1.000,390416.0
data/processed/gretil_devanagari/5_poetry/1_natya/dhandasu.txt,gretil,poetry,26528,907,24138,primary,,1.000,1.000,1.000,26528.0
data/processed/gretil_devanagari/5_poetry/2_kavya/aghatkvu.txt,gretil,poetry,22387,152,19830,primary,,1.000,1.000,1.000,22387.0
data/processed/gretil_devanagari/5_poetry/2_kavya/akadambu.txt,gretil,poetry,74935,2686,66923,primary,,1.000,1.000,1.000,74935.0
data/processed/gretil_devanagari/5_poetry/2_kavya/amaru_u.txt,gretil,poetry,42391,1208,37830,primary,,1.000,1.000,1.000,42391.0
data/processed/gretil_devanagari/5_poetry/2_kavya/anvallcu.txt,gretil,poetry,84662,2242,75806,primary,,1.000,1.000,1.000,84662.0
data/processed/gretil_devanagari/5_poetry/2_kavya/appvairu.txt,gretil,poetry,9035,206,8021,primary,,1.000,1.000,1.000,9035.0
data/processed/gretil_devanagari/5_poetry/2_kavya/asvbc_1u.txt,gretil,poetry,97811,2116,87393,primary,,1.000,1.000,1.000,97811.0
data/processed/gretil_devanagari/5_poetry/2_kavya/asvbc_2u.txt,gretil,poetry,108217,3693,92399,primary,,1.000,1.000,1.000,108217.0
data/processed/gretil_devanagari/5_poetry/2_kavya/asvbc_3u.txt,gretil,poetry,101300,2124,87902,primary,,1.000,1.000,1.000,101300.0
data/processed/gretil_devanagari/5_poetry/2_kavya/asvbuc2u.txt,gretil,poetry,108456,3124,96165,primary,,1.000,1.000,1.000,108456.0
data/processed/gretil_devanagari/5_poetry/2_kavya/asvsau2u.txt,gretil,poetry,108894,2273,97439,primary,,1.000,1.000,1.000,108894.0
data/processed/gretil_devanagari/5_poetry/2_kavya/asvsaunu.txt,gretil,poetry,107497,2193,96191,primary,,1.000,1.000,1.000,107497.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar1u.txt,gretil,poetry,37426,322,34463,primary,,1.000,1.000,1.000,37426.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar2u.txt,gretil,poetry,35546,147,33158,primary,,1.000,1.000,1.000,35546.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar3u.txt,gretil,poetry,36280,278,33463,primary,,1.000,1.000,1.000,36280.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar4u.txt,gretil,poetry,36033,243,33336,primary,,1.000,1.000,1.000,36033.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar5_au.txt,gretil,poetry,36589,331,31960,primary,,1.000,1.000,1.000,36589.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar5_pu.txt,gretil,poetry,35201,331,32415,primary,,1.000,1.000,1.000,35201.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar6u.txt,gretil,poetry,35426,328,32592,primary,,1.000,1.000,1.000,35426.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar7u.txt,gretil,poetry,36259,198,33856,primary,,1.000,1.000,1.000,36259.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcar8u.txt,gretil,poetry,36072,322,33178,primary,,1.000,1.000,1.000,36072.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bahcarpu.txt,gretil,poetry,1745,61,1547,primary,,1.000,1.000,1.000,1745.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bankad1u.txt,gretil,poetry,79239,442,72353,primary,,1.000,1.000,1.000,79239.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhakirau.txt,gretil,poetry,106668,3120,95850,primary,,1.000,1.000,1.000,106668.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhakiriu.txt,gretil,poetry,105331,4160,95087,primary,,1.000,1.000,1.000,105331.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhakirpu.txt,gretil,poetry,107621,3108,96821,primary,,1.000,1.000,1.000,107621.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhakirxu.txt,gretil,poetry,109510,3107,101104,primary,,1.000,1.000,1.000,109510.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhall_au.txt,gretil,poetry,15502,320,13829,primary,,1.000,1.000,1.000,15502.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhall_iu.txt,gretil,poetry,15039,404,13489,primary,,1.000,1.000,1.000,15039.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhall_pu.txt,gretil,poetry,15504,309,13865,primary,,1.000,1.000,1.000,15504.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhall_xu.txt,gretil,poetry,15416,309,13760,primary,,1.000,1.000,1.000,15416.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhattiku.txt,gretil,poetry,153434,3388,135543,primary,,1.000,1.000,1.000,153434.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhcarr_au.txt,gretil,poetry,292958,647,255168,primary,,1.000,1.000,1.000,292958.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bhcarr_pu.txt,gretil,poetry,284282,670,263012,primary,,1.000,1.000,1.000,284282.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bicaupau.txt,gretil,poetry,7070,114,6085,primary,,1.000,1.000,1.000,7070.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bicaupiu.txt,gretil,poetry,6559,204,5974,primary,,1.000,1.000,1.000,6559.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bicauppu.txt,gretil,poetry,6636,102,6066,primary,,1.000,1.000,1.000,6636.0
data/processed/gretil_devanagari/5_poetry/2_kavya/bicaupxu.txt,gretil,poetry,7195,102,6091,primary,,1.000,1.000,1.000,7195.0
data/processed/gretil_devanagari/5_poetry/2_kavya/damkuttu.txt,gretil,poetry,91400,2119,82891,primary,,1.000,1.000,1.000,91400.0
data/processed/gretil_devanagari/5_poetry/2_kavya/danddk1u.txt,gretil,poetry,56560,1799,50899,primary,,1.000,1.000,1.000,56560.0
data/processed/gretil_devanagari/5_poetry/2_kavya/danddk2u.txt,gretil,poetry,58766,1800,50962,primary,,1.000,1.000,1.000,58766.0
data/processed/gretil_devanagari/5_poetry/2_kavya/dandkc_u.txt,gretil,poetry,204350,2356,187023,primary,,1.000,1.000,1.000,204350.0
data/processed/gretil_devanagari/5_poetry/2_kavya/dhoypavu.txt,gretil,poetry,17449,518,16225,primary,,1.000,1.000,1.000,17449.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ghatgu_u.txt,gretil,poetry,21009,448,18274,primary,,1.000,1.000,1.000,21009.0
data/processed/gretil_devanagari/5_poetry/2_kavya/govass_u.txt,gretil,poetry,69373,2338,59129,primary,,1.000,1.000,1.000,69373.0
data/processed/gretil_devanagari/5_poetry/2_kavya/gp01-11u.txt,gretil,poetry,225267,4093,195954,primary,,1.000,1.000,1.000,225267.0
data/processed/gretil_devanagari/5_poetry/2_kavya/gp12-22u.txt,gretil,poetry,207356,4357,180309,primary,,1.000,1.000,1.000,207356.0
data/processed/gretil_devanagari/5_poetry/2_kavya/gp23-33u.txt,gretil,poetry,205340,3570,178661,primary,,1.000,1.000,1.000,205340.0
data/processed/gretil_devanagari/5_poetry/2_kavya/gu01-03u.txt,gretil,poetry,40132,885,34702,primary,,1.000,1.000,1.000,40132.0
data/processed/gretil_devanagari/5_poetry/2_kavya/gu05-06u.txt,gretil,poetry,40360,802,35047,primary,,1.000,1.000,1.000,40360.0
data/processed/gretil_devanagari/5_poetry/2_kavya/gu29___u.txt,gretil,poetry,26724,510,23211,primary,,1.000,1.000,1.000,26724.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jagpranu.txt,gretil,poetry,15547,328,14175,primary,,1.000,1.000,1.000,15547.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jagsudhu.txt,gretil,poetry,6129,65,5635,primary,,1.000,1.000,1.000,6129.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jalmugau.txt,gretil,poetry,12665,213,11001,primary,,1.000,1.000,1.000,12665.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jalmugiu.txt,gretil,poetry,12046,264,10806,primary,,1.000,1.000,1.000,12046.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jalmugpu.txt,gretil,poetry,12275,201,10990,primary,,1.000,1.000,1.000,12275.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jalmugxu.txt,gretil,poetry,13005,333,11486,primary,,1.000,1.000,1.000,13005.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jaygit1u.txt,gretil,poetry,33976,921,28805,primary,,1.000,1.000,1.000,33976.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jaygit2u.txt,gretil,poetry,36230,1146,30596,primary,,1.000,1.000,1.000,36230.0
data/processed/gretil_devanagari/5_poetry/2_kavya/jivskd_u.txt,gretil,poetry,75702,1723,67901,primary,,1.000,1.000,1.000,75702.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kakumsau.txt,gretil,poetry,60837,1839,54768,primary,,1.000,1.000,1.000,60837.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kakumsiu.txt,gretil,poetry,60124,2452,54361,primary,,1.000,1.000,1.000,60124.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kakumspu.txt,gretil,poetry,61428,1835,55365,primary,,1.000,1.000,1.000,61428.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kalrs_au.txt,gretil,poetry,19279,331,17758,primary,,1.000,1.000,1.000,19279.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kalrs_iu.txt,gretil,poetry,19094,632,17536,primary,,1.000,1.000,1.000,19094.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kalrs_pu.txt,gretil,poetry,19415,327,17900,primary,,1.000,1.000,1.000,19415.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kmeghdau.txt,gretil,poetry,18579,334,16901,primary,,1.000,1.000,1.000,18579.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kmeghdiu.txt,gretil,poetry,18388,444,16775,primary,,1.000,1.000,1.000,18388.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kmeghdpu.txt,gretil,poetry,18679,332,17004,primary,,1.000,1.000,1.000,18679.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kmeghvau.txt,gretil,poetry,18523,329,16854,primary,,1.000,1.000,1.000,18523.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kmeghviu.txt,gretil,poetry,18376,444,16762,primary,,1.000,1.000,1.000,18376.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kmeghvpu.txt,gretil,poetry,18624,328,16957,primary,,1.000,1.000,1.000,18624.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kragh_au.txt,gretil,poetry,160475,5257,144467,primary,,1.000,1.000,1.000,160475.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kragh_iu.txt,gretil,poetry,158046,6548,143080,primary,,1.000,1.000,1.000,158046.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kragh_pu.txt,gretil,poetry,161311,4895,145705,primary,,1.000,1.000,1.000,161311.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm06u.txt,gretil,poetry,42024,1565,37476,primary,,1.000,1.000,1.000,42024.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm07u.txt,gretil,poetry,66745,2479,59692,primary,,1.000,1.000,1.000,66745.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm08u.txt,gretil,poetry,18152,675,16135,primary,,1.000,1.000,1.000,18152.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm09u.txt,gretil,poetry,5959,220,5332,primary,,1.000,1.000,1.000,5959.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm10u.txt,gretil,poetry,9430,342,8375,primary,,1.000,1.000,1.000,9430.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm11u.txt,gretil,poetry,8703,316,7773,primary,,1.000,1.000,1.000,8703.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm12u.txt,gretil,poetry,7662,276,6780,primary,,1.000,1.000,1.000,7662.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm13u.txt,gretil,poetry,155265,5719,137521,primary,,1.000,1.000,1.000,155265.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm14u.txt,gretil,poetry,18227,661,16186,primary,,1.000,1.000,1.000,18227.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm15u.txt,gretil,poetry,5774,210,5108,primary,,1.000,1.000,1.000,5774.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm16u.txt,gretil,poetry,5869,216,5242,primary,,1.000,1.000,1.000,5869.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm17u.txt,gretil,poetry,2862,103,2529,primary,,1.000,1.000,1.000,2862.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm18u.txt,gretil,poetry,2876,106,2576,primary,,1.000,1.000,1.000,2876.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksbhm19u.txt,gretil,poetry,137040,5120,122838,primary,,1.000,1.000,1.000,137040.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kskala_u.txt,gretil,poetry,48244,1138,43492,primary,,1.000,1.000,1.000,48244.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ksyadndu.txt,gretil,poetry,4348,69,4101,primary,,1.000,1.000,1.000,4348.0
data/processed/gretil_devanagari/5_poetry/2_kavya/kulmukuu.txt,gretil,poetry,5096,72,4613,primary,,1.000,1.000,1.000,5096.0
data/processed/gretil_devanagari/5_poetry/2_kavya/lnksivsu.txt,gretil,poetry,1447,24,1351,primary,,1.000,1.000,1.000,1447.0
data/processed/gretil_devanagari/5_poetry/2_kavya/maghspvu.txt,gretil,poetry,171334,4923,156244,primary,,1.000,1.000,1.000,171334.0
data/processed/gretil_devanagari/5_poetry/2_kavya/meghdk_u.txt,gretil,poetry,20418,611,18552,primary,,1.000,1.000,1.000,20418.0
data/processed/gretil_devanagari/5_poetry/2_kavya/meghdksu.txt,gretil,poetry,20164,488,18421,primary,,1.000,1.000,1.000,20164.0
data/processed/gretil_devanagari/5_poetry/2_kavya/narayniu.txt,gretil,poetry,147192,3350,133410,primary,,1.000,1.000,1.000,147192.0
data/processed/gretil_devanagari/5_poetry/2_kavya/nkalivau.txt,gretil,poetry,8842,319,7693,primary,,1.000,1.000,1.000,8842.0
data/processed/gretil_devanagari/5_poetry/2_kavya/nkaliviu.txt,gretil,poetry,8463,408,7542,primary,,1.000,1.000,1.000,8463.0
data/processed/gretil_devanagari/5_poetry/2_kavya/nkalivpu.txt,gretil,poetry,8709,307,7718,primary,,1.000,1.000,1.000,8709.0
data/processed/gretil_devanagari/5_poetry/2_kavya/nkalivxu.txt,gretil,poetry,8851,250,7934,primary,,1.000,1.000,1.000,8851.0
data/processed/gretil_devanagari/5_poetry/2_kavya/padnscau.txt,gretil,poetry,160684,4978,138875,primary,,1.000,1.000,1.000,160684.0
data/processed/gretil_devanagari/5_poetry/2_kavya/padnscpu.txt,gretil,poetry,155517,4966,140260,primary,,1.000,1.000,1.000,155517.0
data/processed/gretil_devanagari/5_poetry/2_kavya/padnscsu.txt,gretil,poetry,145757,6135,131935,primary,,1.000,1.000,1.000,145757.0
data/processed/gretil_devanagari/5_poetry/2_kavya/padnscxu.txt,gretil,poetry,164090,8017,139916,primary,,1.000,1.000,1.000,164090.0
data/processed/gretil_devanagari/5_poetry/2_kavya/padyavlu.txt,gretil,poetry,65039,2568,56069,primary,,1.000,1.000,1.000,65039.0
data/processed/gretil_devanagari/5_poetry/2_kavya/raggancu.txt,gretil,poetry,8953,163,8156,primary,,1.000,1.000,1.000,8953.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ragh1-6u.txt,gretil,poetry,49105,1001,44852,primary,,1.000,1.000,1.000,49105.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ramodtau.txt,gretil,poetry,17932,460,15975,primary,,1.000,1.000,1.000,17932.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ramodtiu.txt,gretil,poetry,17327,864,15362,primary,,1.000,1.000,1.000,17327.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ramodtpu.txt,gretil,poetry,18123,456,16175,primary,,1.000,1.000,1.000,18123.0
data/processed/gretil_devanagari/5_poetry/2_kavya/ruphamdu.txt,gretil,poetry,21798,708,19520,primary,,1.000,1.000,1.000,21798.0
data/processed/gretil_devanagari/5_poetry/2_kavya/srngt_pu.txt,gretil,poetry,40779,1228,36356,primary,,1.000,1.000,1.000,40779.0
