freeze_id,relative_path,canonical_hash,script,condition,representation_path,representation_hash,byte_count,char_count,line_count,boundary_path,boundary_hash,boundary_count,boundary_semantics
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_02_u.txt,8ce1d03a0c6c1182a12dbc33131b9d77a34a73c98e68d8eae480be1d7aa17fc8,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_02_u.txt,336a200896f0dcb9321656e1da10525dab6f1fd7d5621c040f75d4bc44ae0374,1113270,385306,21019,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_03_u.txt,3bb224727af921a3d0e5effa7b45a4c6b83698825d58c4943bf8e0ff08bf52e4,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_03_u.txt,11ae9075c429dde456c4edf59ac733e1c5ef21d0c25c21e273736e3f5bd227c1,2901350,1004468,54413,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_04_u.txt,b912f2b7676c93c92391fc458e85db16b9976fdcaa253a93f1ff541b4b11d83b,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_04_u.txt,490310374a7352deda8379aed1767dd0a174d8e294ee6ff4a1d9b0d5bda8414a,1047919,363183,20519,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_05_u.txt,5305b06e43160b197a9ae157a5cf6f0bffd4c09d066a40774f28daad80e7e41b,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_05_u.txt,a2d53dda51eec46218d5397ec0f2ec8cd08d7391ca64786f2f2b6b610a7b76e9,1628917,563799,29765,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_06_u.txt,7402fda9ec97f8e37e984f06ae768a19bb807801f2a1a0cbbdc8c64b3f58115b,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_06_u.txt,336990ef9ae6f9ad66deb07d6eb584fbad8a4b8474aa5ecfbcfa3b74d63b6ea8,1410466,488100,26347,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_07_u.txt,fae85008bdb1fa638d3eec3880b4cfd13377acb0b8779e896500e8b53c226183,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_07_u.txt,ab5c779f265946348a0f06c103bb3fa2ac54121778e2ca805e76fd460eac1120,2416459,835693,44801,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_08_u.txt,a8129627d48dc86d89709ed80f0997b7ed75465257f765a96c7a057bd3388c75,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_08_u.txt,bc119777828443dc77d34e7eddbe79dc550247d9bdde99f271bac523511cfc2e,1415227,490279,26519,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_09_u.txt,7a00866c366cc38e0332db6f9bcd67a8b49c8c471b34e88dbfeef545651a86a8,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_09_u.txt,777eac28c8893a413d5e3e2d9ac97647691062d7e4b784ed4427f25f355083c1,868122,300360,16241,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_10_u.txt,ec7a6ec03618bd1ae268c9e432b3471b66016cbad7aec8b67d0217ed86e901fb,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_10_u.txt,294798ec5fb5ba6f9d4265c005de480a83fa2aeef02f69df98d9e1d31f4f2474,200624,69290,3591,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_11_u.txt,6d71e5ebd3b41a8e77926414f23a396ff8e17d1826500eca7e64cc674c9bec53,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_11_u.txt,07ff29edee40b8251b3990e385f8c5a7dd88dcec7296e3d8099066bbbc634d47,188696,65298,3587,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_12_u.txt,476cd987492e35941130b9c72988d9e5bdd1c81e821ceb97ca7250ee8f77ef9a,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_12_u.txt,17c85c7308c96e89fe2408c3a7f8d033c7b7a1910ba942fa89427914652bd759,3713082,1284330,68321,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_13_u.txt,2a6cc3a0a9e8d92b7fcabac9b5f4063cf6a9e0c0634dce68cc532cda6705163d,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_13_u.txt,c048c63813134094d4bb5a23cb7a729aa2644efe1b867a985e6ebc0c171c9d8b,2827668,978760,53619,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_14_u.txt,965e6c6dca5395b0b7ecd9d20dd03c513ffb4ccaeb9ca54d24f9cf4167dd39be,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_14_u.txt,8e452586a3f6323c3c08c09ba72c0f88e5713f47ab6f3ca1ae7489d488880e66,1067712,369352,19929,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_15_u.txt,bd3c1d493237fb5b290d7b8af0c9ad2819f957c5427937ba991a926702cd3116,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_15_u.txt,1e8e70fffb31fe9f6249e6d9ee26b5777705be36ce3fbad4dbb0335182bcc06c,258276,89370,4859,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_16_u.txt,1c95ae89bdbfcf2343bdde1b37453debffd4bfe571da867e621cdf23647ffff9,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_16_u.txt,6e816eee17a38ee73d87108bfa3bd0f1dc199243265e8404ee0fb9ee6cdd7af8,77579,26849,1425,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_17_u.txt,6638204eae6d9e28b14b71e1b4b2e7ad6ca9c39671708f653facc2ae7d3ed397,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_17_u.txt,82b05c915227cff35ccf3f7d7f5a8eac496fcd174ec49eda1f8c1faf50b59d2e,28858,9992,541,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_18_u.txt,4744f29ecb8431204b4749b3e683158a808adb6db31af6addfc3be07559d3567,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_18_u.txt,29cd09639b0b54f63360a001a4b38b055a0dc204b0534bafe45c3245b804a51d,70152,24264,1315,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/ramayana/ram_01_u.txt,bd494face7a4cbc08c25af52d5ceae358463be85a5e02ec35b3ff728c6f9da9e,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/ramayana/ram_01_u.txt,af6461768de73b5df9fbb84cc1de0eb28c554ad543d61aee081a39562466e2a7,423253,146357,7885,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/ramayana/ram_02_u.txt,e07cd7f334c37d4a2afe643f30b1c5080a571627582d3b2c66f916087217bad7,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/ramayana/ram_02_u.txt,c6cdbfc08c9bbaec0e274933addea00058d9b01f10bfb7afc913e8f13080af4e,701528,242580,12817,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/ramayana/ram_03_u.txt,17ae70e0fa850d83d4d6237f413ad8d8de7d2c1b4a3d458e3e3a150d8198de26,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/ramayana/ram_03_u.txt,5c8e777b17e9a053582fb6721eeda1d8d59b1c1d4799dbc8eee80af934f5da65,456406,157832,8417,,,0,
